app_key,store,app_id,country,lang,review_id,user_name,rating,title,body,version,at,special_reviews
play:cc.forestapp,PlayStore,cc.forestapp,au,en,c997fe47-fb53-47fa-a7b4-cfca8a3c950d,Taveesha Dulakshana,4,4.99.1,most useful,4.99.1,2025-10-22T07:32:53Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,9f7b4d9c-9c71-4624-928f-171988a6e38b,Pine Forest,2,4.99.1,"Despite having so many nice features, the latest update breaks them all. Restricted Mode is so annoying that if you turn off Wi-Fi/internet, it automatically turns on, then you spend a lot of time and effort manually re-syncing.",4.99.1,2025-10-22T06:20:14Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,a4db49aa-79c1-42db-8235-731bd06aa006,Vadim Lukin,5,4.99.1,give me the tree ID Three are u planning to plant it .......... friends! ⭐😁,4.99.1,2025-10-22T05:46:40Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,aeb30873-7574-4472-b4c0-e99fa0264aba,Raghav Garg,5,4.99.1,"It is so great. The idea and concept, all works out well enough. Not even addictive, but yes, it surely makes you focus a lot. There are no problems, but a minor sugggestion, please don't have premium option visible on the home page all time, if you have the older paid version.",4.99.1,2025-10-22T05:40:45Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,079e81d4-3a35-470e-a248-423d5af0de4c,Shudhanshu Shekhar,5,4.99.1,helpful for aspirant,4.99.1,2025-10-22T05:34:34Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b94da8be-53ca-453a-adcc-34e82ee9989c,Saurabh Surabh,4,4.99.1,This app is so good,4.99.1,2025-10-22T01:42:45Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,4640a165-1d5b-4941-bd5d-fe20946a313f,Lynn Hall,1,4.99.1,"The ""submit a suggestion"" link is broken. It seems like it's supposed to go to a Google form, but it seems that the form file was deleted. I figure a 1* rating will get their attention. The suggestion I was going to make was to allow the app to flip to landscape orientation, according to system settings. Currently, it only allows for portrait view, and that kind of missing feature lags behind other apps.",4.99.1,2025-10-21T23:41:50Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,767fcf1c-a865-4d3d-a9d7-b38374209ddc,Zahra Anzari,5,4.99.1,عالیه,4.99.1,2025-10-21T18:25:42Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,4cdac9dc-c6a9-4bdf-9129-b5eac9250729,a dawson,5,4.99.1,"EDIT: The app is working as usual! This app is so peaceful and simplistic to use. It also doesn't require purchasing for nicer options (trees) which is a huge plus. It's one of the only apps that I've bought the plus version of and that's because it was a low, one-time payment.",4.99.1,2025-10-21T13:27:35Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,de24c69a-3fcb-48c8-9903-5682878f8b51,Vicky,5,4.99.1,great 👍,4.99.1,2025-10-21T12:52:04Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,dddbb395-8632-4cf5-b7dd-edfd251a9a21,Sanaa,4,4.92.0,Back then i would've give it 5 stars but not at the current buggy state. i appreciate the devs adding new features but when those new features break the app and introduce bugs to the core app itself then it's better to fix those first before adding anything else,4.92.0,2025-10-21T09:52:33Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,402753f7-dd48-48d2-995c-a56b4f0f0303,Asif Pasha,5,,"best ap to focus , you will focus and enjoy also this app😀",,2025-10-21T03:40:36Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,c2d85952-9980-443d-8765-c02887729edd,Lemon,2,4.77.4,"This app is amazing but if there were some more features added, it could be even better. For example, a watch app to complete the experience. Edit: Goodbye forest. It was good until your purpose became money rather than customer satisfaction. You guys killed the app. Could have added a better pomodoro feature, better bg customization, android watch app... List goes on though you won't listen so there is no purpose in including more in here. Been a long time user, paid for the app etc. but nope.",4.77.4,2025-10-20T19:45:22Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,f03e6a7d-94e8-45eb-b969-16b4b1cffb07,Ashraf Ghaly,5,4.99.1,تحفه تحفه تحفه تحفه تحفه تحفه فشخخ😍⭐,4.99.1,2025-10-20T18:04:49Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,777d3afe-1e6a-4fb5-bd97-69903c68a1e9,asmae Ghouati,5,4.99.1,I love this app.Amazing 🤍,4.99.1,2025-10-20T17:21:45Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,8366e36d-7142-4800-a57f-2bd13b12d6ad,Samin Islam,2,4.99.1,I have been using this app for about 5 years. Recently it runs really bad on my tablet. At first the app was really buggy but now its unusable and keeps on crashing. I really hope you guys fix the issues.,4.99.1,2025-10-20T06:21:52Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,29dd2e3c-32c6-4f9c-937d-f6f9503036bd,Sonia Sultana,5,4.99.1,it's a great app and I love how they're saving the earth by planting trees:),4.99.1,2025-10-20T05:40:01Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,0512bbfd-8a46-49e1-a58b-501f7aeca172,ANITA KSHIRSAGAR,4,4.99.1,This app is very useful to improve and track ur focus but U may add some more time in that timer like it might be of 6-10 hrs. U should add options for those who wanna focus for more hrs as we need to set timer every 3 hrs again.,4.99.1,2025-10-20T02:13:21Z,True
play:cc.forestapp,PlayStore,cc.forestapp,au,en,fad7a759-db11-4ad0-afc0-54ffa81201f8,Therese Marco,5,4.99.1,جميل اوي ومشجع جدا,4.99.1,2025-10-19T20:47:36Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,08e4d112-1770-4d71-bd2c-f524f6546d30,Lethukukhanya Mpilo Shoba,5,4.99.1,The app is best for deep focus.,4.99.1,2025-10-19T16:41:11Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,396ec96c-3a0b-42db-a72d-517eac39bd94,Ryan Pog,5,4.99.1,"fantastic, but why the hell is there a leader board?",4.99.1,2025-10-19T16:11:00Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,343aacef-7db4-43b7-98a1-deb628c5341a,ABS,5,4.99.1,it's helping me a lot 🎀,4.99.1,2025-10-19T15:07:23Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,bf7a594e-1491-4844-94f5-1acd9783ca41,Titu Maiorescu,3,4.99.1,"I have been having some problems with the rewarded ads for the past few months, the setting for getting them keeps ticking itself off randomly. Besides that, I've been having issues with the focus challenge for way longer. Tiny stuff, such as time limit display issues, the rewards having a hard time loading, or even not loading at all after completing the challenge. I have just left the beta test, I want to see if the app will work better now. Update, it's still just as broken as before...",4.99.1,2025-10-19T14:07:34Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,12b4caac-1b72-4632-87fe-05cf64fe7590,the jasomniax,1,4.99.1,"THE LAST UPDATE RUINED EVERYTHING! Before, paying just 5€, you could use many features like ""app allow list"" which allows you to select app you can use while in a focus session. But now THEY REMOVED THIS. Also the app has gotten much worse with some days NOTHING LOADING. I can't even subscribe to plus BECAUSE IT'S STUCK LOADING",4.99.1,2025-10-19T13:51:05Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,83dcebec-361e-4bb3-834f-27671a55d16f,Philip Julius Mañus (Jopet),5,4.99.1,"Best app I've used. But the problem is that this latest updates seems to bug with my device or is incompatible, I can't login and can't use all pro features even though I'm with pro. Will you check this out, I'm using Vivo Y100 V2342 model. Thanks!",4.99.1,2025-10-19T12:55:18Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,954c4383-e33e-4af3-82ce-ac0d753067b2,Nefeli Vaits,5,4.99.1,I love this app it helps me so much,4.99.1,2025-10-19T10:38:05Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,4a691eb6-8db1-4c95-9df4-f82d8020c1b7,Su zu (Ko C Tu),5,4.99.1,good app,4.99.1,2025-10-19T04:02:16Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,02537342-114e-4ac2-a5ff-9eb1aaf73b17,Sibgha Aimon,1,4.99.1,Even with good internet connection the app lags too much and doesnot load coins accurately. It is forcing me to uninstall as a lot of features are not working and I have to keep reloading the page for it to work.,4.99.1,2025-10-19T02:53:16Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,784789a6-ccf0-495c-bf46-77274c7a8feb,Nur Alam,1,4.98.1,not working properly,4.98.1,2025-10-19T00:39:52Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,a239446d-56c6-43db-b6f4-3b2a118689ac,Julia Butler,3,4.99.1,Keeps causing crash alerts when I'm not even using it. :(,4.99.1,2025-10-18T23:44:35Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,4746f6ee-787b-4be7-8559-b969dd69cc23,Mia,4,4.98.0,"It's a really good app in my opinion. but It was an issue that frustrates me, it often put me in ""limited mode"" and claims that my internet connection is poor, tho my internet is perfectly fine, it's really hard to get out of it and it's impossible to sync your data while you're in that mode. plus blocking some features in the app for the same ""Limited mode"" problem, I really hope you fix it or in my opinion just delete that mode, it's unnecessary and annoying.",4.98.0,2025-10-18T16:08:54Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,03d9715a-5dd7-400c-ac83-7e80c252cf16,Jitendra Yadav,5,,good for students,,2025-10-18T15:36:08Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b56a7e35-450c-4d07-afe8-0f9f2fed14b4,black tiger gamer,5,4.91.1,the best app you can ask for,4.91.1,2025-10-18T11:40:23Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,77bdae6a-4559-443b-801b-03316273df52,Riba Ali,5,4.98.1,very useful app🤍,4.98.1,2025-10-18T09:49:37Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,030c73e2-c0aa-46ca-8344-83c5b4768485,Nripjeet Dahiya,5,4.99.1,Nice app for student I also uses it I am an neet aspirant,4.99.1,2025-10-18T09:24:07Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,58ca4ac4-f4ce-475d-af94-34aa308bf185,حمزة الكندي,5,4.99.1,best,4.99.1,2025-10-18T09:04:13Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,1eaaffb5-b756-4a6a-affe-d629855e5eda,Raj Nandani,4,,very well,,2025-10-18T08:59:45Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,ffdf24b7-e88a-4077-b590-81739ad3c9c6,Furkan Celik,5,4.99.1,I cannot restore my one time payment,4.99.1,2025-10-18T08:40:15Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,74939ada-2584-4871-90a9-31b8fee49aea,Biplab sarkar,5,4.99.1,nice app I love app 😎😎😎👌🏻👌🏻👌🏻,4.99.1,2025-10-18T02:08:17Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b2086a52-42c0-4b98-a386-70011e8bfcbf,Arina Sorokina,5,4.98.1,So amazing! I'm obsessed with collecting things so this app really motivates me),4.98.1,2025-10-17T22:09:09Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,459a3158-c819-4d04-9fa5-3221b09ed2a6,Ethan Smith,1,4.99.1,Paid for premium It doesn't work.,4.99.1,2025-10-17T15:35:52Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,469800de-1633-4c53-b4b6-2c58756f5ea2,Abhi Agrawal,2,4.98.0,Lag so much,4.98.0,2025-10-17T13:49:08Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,baa39383-06c8-4949-b219-a9cfdb158853,Taraneh Barazandeh,5,4.98.1,this really helps manage screen time while studying.,4.98.1,2025-10-17T13:18:30Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,d4357072-23ec-4357-bbb8-c28295928fbd,Tấn Phát Phạm Hoàng,5,4.98.1,It likes I have to finish the focus challenge in the first half of the month or the team will release an update prevent user from entering the focus challenge. Update: They fix it.,4.98.1,2025-10-17T10:25:13Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,de4888d8-c8b9-4b58-bf21-7e90d48a3958,Halima Soliyeva,5,4.98.1,Very useful for focus on study,4.98.1,2025-10-17T10:13:25Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,50cec218-fc83-4c24-adb9-a06d7d1802cd,Silivia Uxmn,5,4.98.1,تحفه,4.98.1,2025-10-16T19:40:14Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,9e6fd0a6-bca6-4ca2-b424-d80f4560f1e3,Saquib Raza,4,4.99.1,this app motivates us for study or completing your work and also incourage to plant trees 🌳,4.99.1,2025-10-16T18:08:57Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b373bacc-d731-4f85-9e4f-eb3d5b05cbce,ashlesha A,1,4.98.1,"liked the app a lot initially , but unfortunately it doesn't block apps effectively anymore and to top it all off ,they have added a new subscription model even for people who bought the pro version , absolutely ridiculous and greedy developers,they even removed the trees you bought with your coins , now you need forest plus to use them , WOW",4.98.1,2025-10-16T14:50:57Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,56d12199-0c2a-41e1-839e-9e41e20c8342,Momina 1285,1,4.98.1,it's good for me to focus..but just a little confused bout' the settings I mean I still didn't understand what it is actually...but still use it and around 40 percent it helps me....thanks – THE USER,4.98.1,2025-10-16T14:47:06Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b1a1c3d5-6691-4bf8-9f02-dec1509e7ceb,Aliaa Ismael,5,,wonderful app. I recommend it.,,2025-10-16T14:36:17Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,0fc28175-9492-4759-82fb-c04cce963151,David Cruz Vargas,5,4.78.2,All the issues were resolved. Great app,4.78.2,2025-10-16T14:05:16Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,472118fe-629e-4b55-b13a-22deefe891ca,Shoshe Ahmed,5,4.98.1,it's very helpful app it helps to study interestingly,4.98.1,2025-10-16T07:05:13Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,3ca33d2f-0e3e-42c7-bb21-6369fad2a692,Mostafa Sabry,4,4.98.1,"it's a good app and creative i like the art style and the idea of trees and plants and i have an amazing idea how about adding an audio player! by giving the app access to files and folders and choosing which audio folder the user wants, the audio files will be displayed in the app allowing the user to listen to whatever they like while focusing",4.98.1,2025-10-16T06:56:00Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,42349c72-176c-41cd-813f-9b0d6caa75a0,Alby John Biju,5,,💯🔥🔥,,2025-10-16T02:05:30Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,d9b93532-1f90-4efe-ade7-09e4839d635c,Ruatdiki Didiki,5,4.98.1,This app is very useful for a student who want academic comeback✨,4.98.1,2025-10-16T01:38:28Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,31fdf6b3-e69f-4ef9-84d9-79e364e5a28e,SIVAPRIYA V,5,4.98.1,This app is literally amazing! Really helps to focus a lot and I had a great change. It makes me want to focus more to buy so many attractive plants and make an enchanting forest. It gives so much satisfaction too😊,4.98.1,2025-10-16T01:30:30Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,ea1847be-8b37-4408-bcc7-2d6521cfaf87,Gabriel Lopez,5,4.98.1,It a funny way to get track of personal and work time.,4.98.1,2025-10-15T20:57:57Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,51ce0876-da21-4b63-b456-0b00e68884a5,Soumia Babaci,5,4.98.1,cool,4.98.1,2025-10-15T19:49:27Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,490b9666-8eeb-4533-bff6-665bcb708d58,Liban Ahmed Mohamed,5,,Good application forest,,2025-10-15T19:47:34Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,95ec2862-5e44-4d33-9d04-f227534d4d95,Vishnu Choudhari,1,4.98.1,It's not notifying me in any way when the session is completed which defies the purpose of this app tbh.,4.98.1,2025-10-15T17:56:10Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,3f8f72ba-c129-4414-be74-a109250043b2,Hi There,3,4.98.1,"love the app, bu tin the past month at the end of planting the tree, a notification appears: “low network quality”",4.98.1,2025-10-15T13:28:10Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,d29ef1e9-1b31-496d-9319-c08961dbc199,Kenan,3,4.98.1,"I have been using Forest app since 2020 and I was so glad with it. But unfortunately, after I started using an Android device after iPhone it stopped blocking social media apps during focus. Because it has 49 apps block restriction limit and the number of default selected Android backend system apps are already more than 50. It does not work anymore for me.",4.98.1,2025-10-15T11:07:30Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,7ca3d0bf-c8e5-4da1-a1a5-d5f9bcc5e50f,Sadis !!,5,4.98.1,Amazing 😭🌌🌌🌌,4.98.1,2025-10-15T09:29:08Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,d0181c2e-ef81-4c6f-85b5-cb678abaaa59,Ashan Kalhara,3,4.98.1,good,4.98.1,2025-10-15T05:20:02Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,c8e12bd3-f9c6-4266-a672-aac88f8b8807,Katie Black,5,4.98.1,"I'm an avid vegetable gardener and this app is getting me through the frosty months. Now instead of doomscrolling I can at least plant apple trees, watermelons and sunflowers, just like in my real garden. I would totally pay extra for a veggie gardener's package allowing me to plant zucchini, pole beans, tomatoes, onions and sweet corn. The silly plants that don't really exist aren't as interesting. More edible plants would be so fun. Don't forget strawberries and blueberries!",4.98.1,2025-10-15T00:39:28Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b507357f-c989-4328-a47c-8f02faad25b3,AC,3,4.98.1,this has been my favorite focus app for years but i can't use it now because of a bug. the plants keep disappearing and reappearing nonstop during sessions which distracts me from my work because i keep looking at my phone. i submitted a ticket 2 weeks ago and they said they were working on it but nothing's changed. looking at other apps to use now,4.98.1,2025-10-14T22:47:13Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,82205644-fb37-4b97-9d84-b6a097050014,SarahK S,5,,"i like the app very much, it motivates to work and it is really cute watching how your forest is growing and also ideal for keeping track of how much you are working",,2025-10-14T18:38:05Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,913c48c1-d7be-4dc8-919b-da048cfbbed9,Rohit Mishra,5,4.98.1,I observed many times that human minds motivate a lot by seeing their actual progress on anything and forest app shows it very well as result we want to make great records again again but this time not in the any video games but in the focus game.,4.98.1,2025-10-14T13:55:51Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,7bee6343-a809-4e09-b919-6b1863480fb4,Sahli Firas,5,4.98.1,Great app!,4.98.1,2025-10-14T13:39:08Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,3762665c-25ee-4d37-9f90-7a9c3915b20b,Anshuprakash Meher,5,,it's a best app that can make a focus in study instead of YouTube,,2025-10-14T12:40:36Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,42221366-bdbe-4717-b507-0a2dd7807e24,Haris Nawaz,5,4.98.1,brilliant platform,4.98.1,2025-10-14T09:55:33Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,9a5df40b-f265-4856-884a-21e9f52a43bb,Hla Amr,5,4.98.1,I really liked it because it helps me study and I like to build a garden for myself. This is great. ♥♥♥♥♥♥♥♥♥♥♥♥♥♥,4.98.1,2025-10-14T07:22:34Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b5d448df-bcb1-4038-aa8e-6fa190ca06aa,Rosy Rose,4,4.92.3,"This app has been really helpful in keeping me focused on my tasks as well as motivated. However, I've had some issues lately. After I bought 5 real trees, it won't let me buy more. this has been a problem for me since I always looked forward to collecting coins with my finished tasks. This has cause some of my motivation to decrease since my coins just sit there.",4.92.3,2025-10-14T03:12:55Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,f38023b8-9322-4dab-baf6-89d691455450,Dhruv Jain,3,4.98.1,"The app does what it says, but it's super glitchy and buggy. The focus challenge timers are extremely wonky and give me completely ridiculous times (like 0 minutes left for the past few hours) and every single menu option takes a concerning amount of time to load. Yes, I have the latest version. Developers still haven't fixed it. The latest update has much more invasive pushes to get the premium, quite more compared to how it used to be. Everything else is great.",4.98.1,2025-10-14T01:00:50Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,7278056c-c7b9-4dcb-860c-056165c908f3,Ezmeralda Marquez-Gonzalez,5,4.98.1,as a college study with no focus this is actually helpful,4.98.1,2025-10-13T22:14:55Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,f68f0b61-c02b-4d8f-8911-006fca120b2d,Bahar,5,4.98.1,Great,4.98.1,2025-10-13T18:50:15Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,196e6248-b159-447a-a563-90d7f6a924bc,Lily Valley,5,4.98.1,so cute,4.98.1,2025-10-13T15:44:25Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,7cd77a8b-53b3-489e-9840-1a585da77762,HossA,1,4.98.1,You have cancelled the pro version and only left the free version or the plus version. plus version is very expensive,4.98.1,2025-10-13T15:42:12Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,41d86e44-a11c-4398-8dd5-829c5d77cfa7,Malak Mohammed,5,4.98.1,تحفه بجد بس لو تزودو عدد الساعات في time focus هيبقى احلى,4.98.1,2025-10-13T13:44:37Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,0ede3436-fc04-4fbd-afb0-ed00269eeab2,KIMIA OTAKU,4,4.98.1,🥰 perfect,4.98.1,2025-10-13T10:46:41Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,ec450ceb-bc08-4722-b657-e863c855b82c,Nikomang Cahyaning,5,4.98.1,i like it !!!,4.98.1,2025-10-13T10:37:26Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,c8470fe8-57ed-4e50-ac6d-a5630e14cf92,Himali Narkhede,5,4.98.1,it help so good for focusing and following routines time table,4.98.1,2025-10-13T10:06:11Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,b23c1868-d402-4a0e-855b-ce25a5996729,Vladimir Vasilev,2,4.98.1,poor network connection...,4.98.1,2025-10-13T08:28:42Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,e81d4451-584a-48f1-8069-7291c1c4764b,Ishant Mishra,5,4.98.1,"Best app to study, office work, and many more ❣️ stay focused 😎🗿",4.98.1,2025-10-13T07:49:47Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,4ec4f4c4-5f35-4162-8357-e2f82596adc3,Sumit Arote,4,4.98.1,this app is best becouse I use 2 day but result is best,4.98.1,2025-10-13T05:13:42Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,3f95e3d1-33fc-4643-b5e4-ac864b130c30,Sandhya Eguturi,1,4.98.1,App has got so many glitches I purchased premium pro version but now it showing again to purchase plus version App is not working Please fix it,4.98.1,2025-10-13T04:11:20Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,8c4c460f-3fa8-4505-8ce5-ba60e5b10de2,Dai Nhan Tran,3,4.98.1,"Làm ơn hãy tắt thông báo ""Poor connection"" và ""Limited mode"" đi, nó luôn xuất hiện khi tôi dùng chế độ offline. Thật bực mình!",4.98.1,2025-10-13T01:50:11Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,a429fc5c-5fa9-4fdb-b899-bcf26d1eb239,Nilofar Bayani,5,4.98.1,really cool App 👍,4.98.1,2025-10-12T22:17:12Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,8851087d-9580-43bc-90ea-f0cec588ad2d,Akshat Golhani,5,4.98.1,very good for focus,4.98.1,2025-10-12T17:39:25Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,6e631dac-cc64-4b7f-99ef-a035543e192a,saritha sithumini,5,,best app for focus study. please give us the previous beautiful trees that gave focus challenges to buy by coins. sorry for bad English,,2025-10-12T16:50:10Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,cdbe5672-fa62-4342-8c15-1022c20cace7,Kamal Raj,3,4.98.1,"Love the app. Worth the good reviews that most have written. But my only concern is the size of the app. It's close to 310 mbs. I don't even use every feature and just downloaded the app while ago (barely less than 7 unlocked trees). I feel some of the animations could be toned down or there should be a alternative light version where you don't have timeline, time gaurd, friends and huge variety of shopables like storage consuming features. Fun suggestion, you can name it light or air forest.",4.98.1,2025-10-12T16:33:28Z,False
play:cc.forestapp,PlayStore,cc.forestapp,au,en,0e403d8b-f119-42b0-a924-4e9fd5fe4def,رائد صاحب عزرائيل,1,,"I wish it was a buckshee application. Candidly, I have no clue why the people were addicted in this application. That Is all, and yeah bob's your uncle!.",,2025-10-12T15:05:38Z,False
