app_key,feature,confidence,review_hits
play:app.kids360.parent,Physical exercise tasks,0.95,10
play:app.kids360.parent,Userfriendly interface,0.95,10
play:app.kids360.parent,Easy setup,0.95,10
play:app.routineflow.routineflow,Routine timer for tasks,0.95,10
play:app.routineflow.routineflow,Weekly schedule organization,0.95,10
play:app.routineflow.routineflow,Morning routine creation,0.95,10
play:app.routineflow.routineflow,Guided routine playlists,0.95,10
play:app.routineflow.routineflow,Routine tracking,0.95,10
play:app.routineflow.routineflow,Gamification of routine completion,0.95,10
play:app.routineflow.routineflow,Templates for various routines,0.95,10
play:app.routineflow.routineflow,Custom routine creation,0.95,10
play:app.routineflow.routineflow,AI task breakdown,0.95,10
play:app.routineflow.routineflow,Visual planner for the week,0.95,10
play:app.routineflow.routineflow,Habit and routine tracking,0.95,10
play:app.routineflow.routineflow,Multistep habit creation,0.95,10
play:app.routineflow.routineflow,Timer assignment for tasks,0.95,10
play:app.routineflow.routineflow,Emoji assignment for tasks,0.95,10
play:app.routineflow.routineflow,Notifications for routine completion,0.95,10
play:app.routineflow.routineflow,Focus enhancement tools,0.95,10
play:app.routineflow.routineflow,Task completion statistics,0.95,10
play:app.routineflow.routineflow,Analytics for time management,0.95,10
play:app.routineflow.routineflow,Dark mode option,0.95,10
play:app.univi.prod,Focused Lessons,0.95,10
play:app.univi.prod,Guided Meditation,0.95,10
play:app.univi.prod,Mindfulness Courses,0.95,10
play:app.univi.prod,Mood Tracker,0.95,10
play:app.univi.prod,ADHD Tracker,0.95,10
play:app.univi.prod,Personalized Meditation,0.95,10
play:app.univi.prod,Task Manager,0.95,10
play:app.univi.prod,ToDo List,0.95,10
play:app.univi.prod,Calendar,0.95,10
play:app.univi.prod,Planner,0.95,10
play:app.univi.prod,Reminders,0.95,10
play:app.univi.prod,Pomodoro Technique,0.95,10
play:app.univi.prod,White Noise,0.95,10
play:app.univi.prod,Interactive Learning,0.95,10
play:app.vinztech.tickit,Add habits effortlessly,0.95,10
play:app.vinztech.tickit,Track habits daily,0.95,10
play:app.vinztech.tickit,Streak View for visualizing consistency,0.95,10
play:app.vinztech.tickit,List View for organizing habits,0.95,10
play:app.vinztech.tickit,Journey logging with notes and pictures,0.95,10
play:app.vinztech.tickit,Elegant timeline view for journal entries,0.95,10
play:app.vinztech.tickit,Automatic cloud backup for data security,0.95,10
play:app.vinztech.tickit,Light mode and dark mode options,0.95,10
play:app.vinztech.trackit,Pomodoro Timer,0.95,10
play:app.vinztech.trackit,MultiLevel Syllabus Tracker,0.95,10
play:app.vinztech.trackit,SpacedRepetition Flashcards,0.95,10
play:app.vinztech.trackit,Progress Tracking,0.95,10
play:app.vinztech.trackit,FullScreen Flip Clock Timer,0.95,10
play:app.vinztech.trackit,Handy NoteTaking,0.95,10
play:app.vinztech.trackit,Preloaded Syllabus,0.95,10
play:app.vinztech.trackit,Preloaded Roadmaps,0.95,10
play:app.voicestories.android,deal with anxiety and stress,0.95,10
play:app.voicestories.android,complete everyday tasks,0.95,10
play:app.voicestories.android,improve sleep patterns,0.95,10
play:app.voicestories.android,build confidence and selfesteem,0.95,10
play:app.voicestories.android,address mood disorders,0.95,10
play:app.voicestories.android,recover from caregiver burnout,0.95,10
play:app.voicestories.android,provide motivational quotes and wallpapers,0.95,10
play:app.voicestories.android,create personal development plans,0.95,10
play:app.voicestories.android,connect to the subconscious mind,0.95,10
play:app.voicestories.android,engage in hypnotelling,0.95,10
play:app.voicestories.android,experience storybased psychological quests,0.95,10
play:app.voicestories.android,enter a trancelike state for information absorption,0.95,10
play:app.voicestories.android,lower anxiety and stress levels,0.95,10
play:app.voicestories.android,improve sleeping habits,0.95,10
play:app.voicestories.android,boost energy,0.95,10
play:app.voicestories.android,increase selfmotivation,0.95,10
play:app.voicestories.android,improve mental health,0.95,10
play:cc.forestapp,Focus timer,0.95,10
play:cc.forestapp,Pomodoro technique support,0.95,10
play:cc.forestapp,Stopwatch mode,0.95,10
play:cc.forestapp,Planting reminder,0.95,10
play:cc.forestapp,Custom phrases,0.95,10
play:cc.forestapp,Statistics on focused time,0.95,10
play:cc.forestapp,Plant together feature,0.95,10
play:cc.forestapp,Real tree planting,0.95,10
play:cc.forestapp,Allow lists for app usage,0.95,10
play:cc.forestapp,Crossplatform synchronization,0.95,10
play:cc.forestapp,Chrome extension,0.95,10
play:cc.forestapp,Allow lists for apps,0.95,10
play:cn.wps.moffice_eng,Word processing,0.95,10
play:cn.wps.moffice_eng,PDF editing,0.95,10
play:cn.wps.moffice_eng,Spreadsheet creation and editing,0.95,10
play:cn.wps.moffice_eng,Presentation creation and editing,0.95,10
play:cn.wps.moffice_eng,WPS AI integration,0.95,10
play:cn.wps.moffice_eng,Document scanning,0.95,10
play:cn.wps.moffice_eng,AIgenerated content,0.95,10
play:cn.wps.moffice_eng,AIpowered rewriting,0.95,10
play:cn.wps.moffice_eng,ChatPDF functionality,0.95,10
play:cn.wps.moffice_eng,AIpowered OCR,0.95,10
play:cn.wps.moffice_eng,PDF annotation,0.95,10
play:cn.wps.moffice_eng,PDF signature,0.95,10
play:cn.wps.moffice_eng,PDF extraction/splitting,0.95,10
play:cn.wps.moffice_eng,PDF merging,0.95,10
play:cn.wps.moffice_eng,Watermark management in PDFs,0.95,10
play:cn.wps.moffice_eng,Cloud storage management,0.95,10
play:cn.wps.moffice_eng,Realtime document synchronization,0.95,10
play:cn.wps.moffice_eng,Thirdparty cloud storage integration,0.95,10
play:cn.wps.moffice_eng,File sharing via multiple platforms,0.95,10
play:cn.wps.moffice_eng,Multiuser collaboration,0.95,10
play:cn.wps.moffice_eng,Document conversion to PDF,0.95,10
play:cn.wps.moffice_eng,Document conversion from PDF,0.95,10
play:cn.wps.moffice_eng,Template library access,0.95,10
play:cn.wps.moffice_eng,Spell checking,0.95,10
play:cn.wps.moffice_eng,Parallel translation,0.95,10
play:cn.wps.moffice_eng,Smart photo editing,0.95,10
play:cn.wps.moffice_eng,Document watermarking,0.95,10
play:cn.wps.moffice_eng,Offline document access,0.95,10
play:cn.wps.moffice_eng,Lightweight installation package,0.95,10
play:cn.wps.moffice_eng,Endtoend data encryption,0.95,10
play:cn.wps.moffice_eng,No tracking of private data,0.95,10
play:co.au.goalhero,Set personal goals,0.95,10
play:co.au.goalhero,Break down goals into tasks,0.95,10
play:co.au.goalhero,Track progress,0.95,10
play:co.au.goalhero,Gamification elements,0.95,10
play:co.au.goalhero,Pomodoro Timer,0.95,10
play:co.au.goalhero,Easytouse interface,0.95,10
play:co.au.goalhero,Set smart reminders,0.95,10
play:co.au.goalhero,View daily habits in Habit Calendar,0.95,10
play:co.au.goalhero,Complete tasks for rewards,0.95,10
play:co.au.goalhero,Level up in the game,0.95,10
play:co.au.goalhero,Fight monsters,0.95,10
play:co.au.goalhero,Unlock items,0.95,10
play:co.au.goalhero,Set repeated reminders,0.95,10
play:co.au.goalhero,Create S.M.A.R.T goals,0.95,10
play:co.au.goalhero,Group tasks targeting the same goal,0.95,10
play:co.au.goalhero,Run offline,0.95,10
play:co.blocksite,App Blocker,0.95,10
play:co.blocksite,Block Lists,0.95,10
play:co.blocksite,Schedule Mode,0.95,10
play:co.blocksite,Focus Mode,0.95,10
play:co.blocksite,Block by Words,0.95,10
play:co.blocksite,Device Sync,0.95,10
play:co.blocksite,Insights,0.95,10
play:co.blocksite,Redirect Mode,0.95,10
play:co.blocksite,Category Blocking,0.95,10
play:co.blocksite,Password Protection,0.95,10
play:co.blocksite,Custom Block Pages,0.95,10
play:co.blocksite,Uninstall Prevention,0.95,10
play:co.blocksite,App Time Limit,0.95,10
play:co.thefab.tm,personalized goalsetting,0.95,10
play:co.thefab.tm,tailored strategies,0.95,10
play:co.thefab.tm,expert guidance,0.95,10
play:co.thefab.tm,distraction identification and reduction,0.95,10
play:co.thefab.tm,gamified ToDo list,0.95,10
play:co.thefab.tm,daily routine sculpting,0.95,10
play:co.thefab.tm,centering activities,0.95,10
play:co.thefab.tm,guided visualization,0.95,10
play:co.thefab.tm,meditation,0.95,10
play:co.thefab.tm,breathing exercises,0.95,10
play:co.thefab.tm,immersive task experience,0.95,10
play:co.thefab.tm,timers,0.95,10
play:co.thefab.tm,periodic reminders,0.95,10
play:co.thefab.tm,task completion tracker,0.95,10
play:co.thefab.tm,customizable ToDo lists,0.95,10
play:co.thefab.tm,immersive focus mode,0.95,10
play:co.thefab.tm,progress trackers,0.95,10
play:co.thefab.tm,evidencebased techniques,0.95,10
play:co.thefab.tm,personalized feature recommendations,0.95,10
play:co.thefab.tm,community engagement,0.95,10
play:co.thefab.tm,ondemand coaching sessions,0.95,10
play:co.thefabulous.app,habit tracker,0.95,10
play:co.thefabulous.app,daily planner,0.95,10
play:co.thefabulous.app,gratitude journal,0.95,10
play:co.thefabulous.app,goal tracker,0.95,10
play:co.thefabulous.app,coaching series,0.95,10
play:co.thefabulous.app,personal oneonone coaching,0.95,10
play:co.thefabulous.app,community support,0.95,10
play:co.thefabulous.app,daily affirmations,0.95,10
play:co.thefabulous.app,meditation sessions,0.95,10
play:co.thefabulous.app,mental wellbeing monitoring,0.95,10
play:co.thefabulous.app,todo list,0.95,10
play:co.thefabulous.app,short workouts,0.95,10
play:co.thefabulous.app,breathing exercises,0.95,10
play:co.thefabulous.app,morning routine guidance,0.95,10
play:co.thefabulous.app,afternoon routine guidance,0.95,10
play:co.thefabulous.app,evening routine guidance,0.95,10
play:co.thefabulous.app,focus on deep work,0.95,10
play:co.thefabulous.app,ondemand coaching library,0.95,10
play:co.thefabulous.app,ADHDrelated coaching library,0.95,10
play:co.zeitic.focusmeter,Customize timers,0.95,10
play:co.zeitic.focusmeter,Insights from past activities,0.95,10
play:co.zeitic.focusmeter,Choose Focus and Rest alerts,0.95,10
play:co.zeitic.focusmeter,Stopwatch and normal timers,0.95,10
play:co.zeitic.focusmeter,Tag Focus and Rest sessions,0.95,10
play:co.zeitic.focusmeter,Statistics for individual tags,0.95,10
play:co.zeitic.focusmeter,Edit timeline/activities,0.95,10
play:co.zeitic.focusmeter,Add notes to timers,0.95,10
play:co.zeitic.focusmeter,Add sessions/timers anytime,0.95,10
play:co.zeitic.focusmeter,"Track time in minutes, hours, or sessions",0.95,10
play:co.zeitic.focusmeter,Automatic transition between focusing and rest,0.95,10
play:co.zeitic.focusmeter,Clean and simple interface,0.95,10
play:co.zeitic.focusmeter,Landscape and fullscreen mode,0.95,10
play:co.zeitic.focusmeter,Dark/night theme,0.95,10
play:co.zeitic.focusmeter,Repeated completed alerts,0.95,10
play:co.zeitic.focusmeter,Runs in the background,0.95,10
play:co.zeitic.focusmeter,Activate Do Not Disturb during timers,0.95,10
play:co.zeitic.focusmeter,Long sessions support,0.95,10
play:co.zeitic.focusmeter,Tag colors support,0.95,10
play:co.zeitic.focusmeter,Export data in CSV or JSON format,0.95,10
play:co.zeitic.focusmeter,App shortcuts to start timers quickly,0.95,10
play:co.zeitic.focusmeter,Automatic backup with Google account,0.95,10
play:co.zeitic.focusmeter,Extended tag and date analytics,0.95,10
play:co.zeitic.focusmeter,Customize UI colors,0.95,10
play:co.zeitic.focusmeter,Start timers earlier/change duration with Time Machine,0.95,10
play:co.zeitic.focusmeter,Custom start of day,0.95,10
play:com.Meditation.app,1700 guided meditations,0.95,10
play:com.Meditation.app,soothing music,0.95,10
play:com.Meditation.app,nature sounds,0.95,10
play:com.Meditation.app,inspirational talks,0.95,10
play:com.Meditation.app,premade sleep music playlists,0.95,10
play:com.Meditation.app,guided meditation tracks,0.95,10
play:com.Meditation.app,sleep stories,0.95,10
play:com.Meditation.app,hypnotherapy sessions,0.95,10
play:com.Meditation.app,calming videos,0.95,10
play:com.Meditation.app,breathing techniques,0.95,10
play:com.Meditation.app,guided meditation series,0.95,10
play:com.Meditation.app,masterclasses,0.95,10
play:com.Meditation.app,calm music playlists,0.95,10
play:com.Meditation.app,create custom playlists,0.95,10
play:com.Meditation.app,bedtime visualizations,0.95,10
play:com.Meditation.app,guided imagery,0.95,10
play:com.Meditation.app,alarm clock,0.95,10
play:com.Meditation.app,morning meditations,0.95,10
play:com.Meditation.app,12week daily meditation program,0.95,10
play:com.Meditation.app,hypnotherapy sessions for sleep,0.95,10
play:com.Meditation.app,breathing exercises,0.95,10
play:com.Meditation.app,free version with free meditations,0.95,10
play:com.Meditation.app,premium membership for full content access,0.95,10
play:com.abdula.pranabreath,breathing techniques,0.95,10
play:com.abdula.pranabreath,meditation,0.95,10
play:com.abdula.pranabreath,8 breathing patterns for different purposes,0.95,10
play:com.abdula.pranabreath,create custom breathing patterns,0.95,10
play:com.abdula.pranabreath,rich statistics,0.95,10
play:com.abdula.pranabreath,reminders for training schedule,0.95,10
play:com.abdula.pranabreath,dynamic trainings,0.95,10
play:com.abdula.pranabreath,detailed progress chart,0.95,10
play:com.abdula.pranabreath,training log,0.95,10
play:com.abdula.pranabreath,health tests,0.95,10
play:com.abdula.pranabreath,enriched settings,0.95,10
play:com.abdula.pranabreath,more sounds,0.95,10
play:com.abdula.pranabreath,regularly updated database of training patterns,0.95,10
play:com.abdula.pranabreath,training parameters,0.95,10
play:com.abdula.pranabreath,training kind,0.95,10
play:com.abdula.pranabreath,training complexity,0.95,10
play:com.abdula.pranabreath,breaths per minute,0.95,10
play:com.abdula.pranabreath,training duration,0.95,10
play:com.abdula.pranabreath,ratio of breath cycle,0.95,10
play:com.abdula.pranabreath,ratio of repose cycle,0.95,10
play:com.abdula.pranabreath,seconds per unit,0.95,10
play:com.abdula.pranabreath,preparing time,0.95,10
play:com.abdula.pranabreath,breath methods,0.95,10
play:com.abdula.pranabreath,chants or mantras,0.95,10
play:com.abdula.pranabreath,practice tips,0.95,10
play:com.abdula.pranabreath,comfortable position,0.95,10
play:com.abdula.pranabreath,nasal rinsing,0.95,10
play:com.abdula.pranabreath,full inhaling,0.95,10
play:com.abdula.pranabreath,air retaining,0.95,10
play:com.abdula.pranabreath,full exhaling,0.95,10
play:com.abdula.pranabreath,air sustain,0.95,10
play:com.abdula.pranabreath,repose cycle,0.95,10
play:com.abdula.pranabreath,custom training,0.95,10
play:com.abdula.pranabreath,preset training,0.95,10
play:com.abdula.pranabreath,various breathing techniques,0.95,10
play:com.abdula.pranabreath,voice improvement,0.95,10
play:com.abdula.pranabreath,background sound styles,0.95,10
play:com.abdula.pranabreath,metronome sound styles,0.95,10
play:com.abdula.pranabreath,guidance sound styles,0.95,10
play:com.abdula.pranabreath,occasional sound styles,0.95,10
play:com.abdula.pranabreath,support for multiple languages,0.95,10
play:com.adobe.reader,Work across multiple files in one place with PDF Spaces,0.95,10
play:com.adobe.reader,Use voice or text prompts with AI Assistant chatbot,0.95,10
play:com.adobe.reader,Ask questions and get cited answers about details in your document with Figures Q&A,0.95,10
play:com.adobe.reader,Easily share the responses you get,0.95,10
play:com.adobe.reader,Try voice support to ask queries and have answers read aloud,0.95,10
play:com.adobe.reader,Instantly generate summaries from your PDFs with Generative AI Summaries,0.95,10
play:com.adobe.reader,Edit text and images directly in your PDF,0.95,10
play:com.adobe.reader,Fix typos or add paragraphs with the PDF editor,0.95,10
play:com.adobe.reader,"Add, delete, or rotate any image",0.95,10
play:com.adobe.reader,Optical Character Recognition (OCR) for scanned PDFs,0.95,10
play:com.adobe.reader,Split or combine multiple files into one PDF,0.95,10
play:com.adobe.reader,"Insert, delete, rotate, crop & reorder pages in your PDF file",0.95,10
play:com.adobe.reader,Convert to PDF from any file type,0.95,10
play:com.adobe.reader,"Export and convert PDFs to Microsoft Word, Excel, PowerPoint, or various image files",0.95,10
play:com.adobe.reader,Convert web pages to PDFs,0.95,10
play:com.adobe.reader,Compress PDF files,0.95,10
play:com.adobe.reader,Password Protect PDF documents,0.95,10
play:com.adobe.reader,Have your PDF read aloud,0.95,10
play:com.adobe.reader,"Fill, sign, and send PDFs",0.95,10
play:com.adobe.reader,"Search, navigate & adjust font size or spacing in PDFs",0.95,10
play:com.adobe.reader,Share files for commenting or viewing,0.95,10
play:com.adobe.reader,Tag others with @mention and manage comments,0.95,10
play:com.adobe.reader,Receive activity notifications for shared files,0.95,10
play:com.adobe.reader,"Add sticky notes, comments, and highlight text in PDFs",0.95,10
play:com.adobe.reader,"Link online storage accounts like Microsoft OneDrive, Dropbox, or Google Drive",0.95,10
play:com.adobe.reader,Star files to quickly open important documents,0.95,10
play:com.adobe.reader,Access scanned PDFs from Adobe Scan in Acrobat,0.95,10
play:com.akiliinteractive.t01a,Focus Score tracking,0.95,10
play:com.akiliinteractive.t01a,Gameplay challenges to tap targets,0.95,10
play:com.akiliinteractive.t01a,Navigate obstacles,0.95,10
play:com.akiliinteractive.t01a,Adaptive algorithms to adjust difficulty,0.95,10
play:com.akiliinteractive.t01a,Mobile video game format,0.95,10
play:com.akiliinteractive.t01a,Personalized treatment experience,0.95,10
play:com.akiliinteractive.t01a,Initial Focus Score ranging from 0100,0.95,10
play:com.akiliinteractive.t01a,Target Focus Score increase,0.95,10
play:com.akiliinteractive.t01a,Multitasking challenges,0.95,10
play:com.akiliinteractive.t01a,Recovery breaks between treatment doses,0.95,10
play:com.akiliinteractive.t01a,No prescription needed,0.95,10
play:com.akiliinteractive.t01a,Subscription model for access,0.95,10
play:com.akiliinteractive.t01a,Clinical trial data support,0.95,10
play:com.akiliinteractive.t01a,Continuous performance measurement,0.95,10
play:com.akiliinteractive.t01a,Adaptive algorithms for difficulty adjustment,0.95,10
play:com.akiliinteractive.t01a,Subscriptionbased access,0.95,10
play:com.alarmclock.xtreme.free,Set morning alarm with increasing volume,0.95,10
play:com.alarmclock.xtreme.free,Extralarge snooze button,0.95,10
play:com.alarmclock.xtreme.free,Solve math problems to snooze/dismiss alarm,0.95,10
play:com.alarmclock.xtreme.free,Decrease snooze interval time,0.95,10
play:com.alarmclock.xtreme.free,Set maximum number of snoozes,0.95,10
play:com.alarmclock.xtreme.free,Easily deactivate alarm before it goes off,0.95,10
play:com.alarmclock.xtreme.free,Quick Alarm for nonrecurring alarms,0.95,10
play:com.alarmclock.xtreme.free,"Personalized alarm dismiss options (screen button, volume buttons, power button, shaking phone)",0.95,10
play:com.alarmclock.xtreme.free,Upcoming alarm notification,0.95,10
play:com.alarmclock.xtreme.free,Set multiple timers,0.95,10
play:com.alarmclock.xtreme.free,Builtin stopwatch,0.95,10
play:com.alarmclock.xtreme.free,Display weather forecast and upcoming events,0.95,10
play:com.alarmclock.xtreme.free,"Custom reminders with name, icon, ringtone",0.95,10
play:com.alarmclock.xtreme.free,Set repeat intervals for reminders,0.95,10
play:com.alarmclock.xtreme.free,Choose priority for reminders,0.95,10
play:com.alarmclock.xtreme.free,Default ringtones from device,0.95,10
play:com.alarmclock.xtreme.free,Use music from device as alarm ringtone,0.95,10
play:com.alarmclock.xtreme.free,Select online radio stations as alarm ringtone,0.95,10
play:com.alarmclock.xtreme.free,Vibrationonly alarm option,0.95,10
play:com.alarmclock.xtreme.free,Math problem difficulty levels,0.95,10
play:com.alarmclock.xtreme.free,Password protection to turn off alarm,0.95,10
play:com.alarmclock.xtreme.free,QR code scanning to dismiss alarm,0.95,10
play:com.alarmclock.xtreme.free,App launch after alarm dismissal,0.95,10
play:com.alarmclock.xtreme.free,Nap alarm with countdown timer,0.95,10
play:com.alarmclock.xtreme.free,Autosnooze feature,0.95,10
play:com.alarmclock.xtreme.free,Autodismiss feature,0.95,10
play:com.alt.goodmorning,habit tracker,0.95,10
play:com.alt.goodmorning,routine planner,0.95,10
play:com.alt.goodmorning,stepbystep timer flow,0.95,10
play:com.alt.goodmorning,autonext guidance,0.95,10
play:com.alt.goodmorning,notifications,0.95,10
play:com.alt.goodmorning,vibration alerts,0.95,10
play:com.alt.goodmorning,voice alerts,0.95,10
play:com.alt.goodmorning,edit tasks anytime,0.95,10
play:com.alt.goodmorning,start routines with widgets,0.95,10
play:com.alt.goodmorning,Wear OS compatibility,0.95,10
play:com.alt.goodmorning,800+ icons for routine setup,0.95,10
play:com.alt.goodmorning,templates for various routines,0.95,10
play:com.alt.goodmorning,autologging,0.95,10
play:com.alt.goodmorning,stats tracking,0.95,10
play:com.alt.goodmorning,reflection features,0.95,10
play:com.alt.goodmorning,pause tasks,0.95,10
play:com.alt.goodmorning,skip tasks,0.95,10
play:com.alt.goodmorning,reorder tasks,0.95,10
play:com.alt.goodmorning,add time to tasks,0.95,10
play:com.alt.goodmorning,edit tasks without losing flow,0.95,10
play:com.alt.goodmorning,start timer,0.95,10
play:com.alt.goodmorning,complete tasks for rewards,0.95,10
play:com.alt.goodmorning,visual routine planner,0.95,10
play:com.alt.goodmorning,start routines instantly with widgets,0.95,10
play:com.alt.goodmorning,timer for each task,0.95,10
play:com.alt.goodmorning,visual routine planner setup,0.95,10
play:com.anthropic.claude,AI writing assistant,0.95,10
play:com.anthropic.claude,Research and data insights,0.95,10
play:com.anthropic.claude,AI coding and programming help,0.95,10
play:com.anthropic.claude,Visual analysis,0.95,10
play:com.anthropic.claude,Voice dictation in multiple languages,0.95,10
play:com.anthropic.claude,Draft and polish content,0.95,10
play:com.anthropic.claude,Summarize meetings,0.95,10
play:com.anthropic.claude,Generate reports,0.95,10
play:com.anthropic.claude,Solve complex math problems,0.95,10
play:com.anthropic.claude,Plan projects and manage tasks,0.95,10
play:com.anthropic.claude,Translate between 100+ languages,0.95,10
play:com.anthropic.claude,Extract insights from PDFs and screenshots,0.95,10
play:com.anthropic.claude,Handsfree multitasking,0.95,10
play:com.apalon.to.do.list,Set personal goals,0.95,10
play:com.apalon.to.do.list,Track progress,0.95,10
play:com.apalon.to.do.list,Plan habits and tasks,0.95,10
play:com.apalon.to.do.list,Schedule tasks,0.95,10
play:com.apalon.to.do.list,Set reminders,0.95,10
play:com.apalon.to.do.list,View statistics,0.95,10
play:com.apalon.to.do.list,Customize habits,0.95,10
play:com.apalon.to.do.list,Choose icons for habits,0.95,10
