app_key,accountability,block_removal,calendar_scheduling,custom_rules,emergency_access,goal_advancement,goal_planning,habit_analytics,habit_reminders,habit_tracking,notes_knowledge,override_friction,prioritisation,project_planning,reward_punishment,routine_builder,scheduling,self_tracking,streaks,task_management,time_blocking
cws:oaloflofefcednelnfdbehkgccnmbnda,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cws:ocaajdaaekpmopddjnobakkpkemeggmk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cws:ochfcccdpicgmcbnlppcpladnbifhmdm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
cws:odhelkeplfnhfobhdhjjaaebndmfomjm,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cws:odjmobnhfambobinhahdilkodkiapjji,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cws:odlchholdefemjnkakoejacenfmkmkgi,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cws:ofmanejijbcohgebmdfacglmhemiifca,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cws:ogjmohkdfhbogmokhbgphnmkmiilfkce,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cws:pecaajdaecdmikcgfdgldcofdebhfbgo,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
cws:pfbgmmjloigajfgnfmgmdbafaedpmlml,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cws:pmidogkmlinflaheifgepebnajobhkoi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1044132525,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1077776989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1083376166,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1095742214,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1110684238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1117766356,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1118406319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1207505588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1220720718,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1224121850,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1239133490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1239520314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1241839696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1265128036,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id1308275296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1312926037,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1326310617,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1346247457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1361356590,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1367871279,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ios:id1400641344,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1423210932,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1423245975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1435127190,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id1436994560,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1438388363,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1451398751,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1458639178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1471458198,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1474170096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1478345385,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1478757472,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1480220328,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id1488575394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1493474157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1494966346,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1496929203,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1499198946,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id1504771089,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1521432881,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1528322796,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1541027222,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1542448354,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id1543547997,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1544318075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1547137474,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1548846593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1552913719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1559730367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1569534844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1570156834,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1571604757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1571638750,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1577836684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1581256145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ios:id1598883284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1603024803,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1621897751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id1627691759,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id1631132311,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id1631305261,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ios:id1659162950,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0
ios:id1663556775,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1663997320,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ios:id1667838757,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id1668064760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1670958524,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id1672653674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id337472899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id641433148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6444948863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6448771858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6449219142,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id6449302440,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6450302677,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
ios:id6450726111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6451270257,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6452190950,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6453023919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6469763335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6477136445,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6478087947,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6480119395,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6480333786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6480464509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6497405570,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6499074349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6554001622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id6605927206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6636516894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6642672538,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6648771147,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6670142175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6670217657,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6702013134,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6727013499,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6736673615,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6737131495,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6737629792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6737814141,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6737836744,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6738607046,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6739162439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6739214387,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6739705407,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ios:id6740179334,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6740248579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6742068060,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6742079522,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6742278016,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ios:id6742693841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ios:id6744065868,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6744338972,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
ios:id6744464319,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6745537010,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ios:id6745751608,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
ios:id6746742596,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ios:id6746946799,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
ios:id6747596495,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
